parent	category	uri	wiki
	ru:мясной-продукт-колбасное-изделие-вареное-колбаса-докторская-стародворская	/category/ru:%D0%BC%D1%8F%D1%81%D0%BD%D0%BE%D0%B9-%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82-%D0%BA%D0%BE%D0%BB%D0%B1%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B5-%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D0%BE%D0%B5-%D0%BA%D0%BE%D0%BB%D0%B1%D0%B0%D1%81%D0%B0-%D0%B4%D0%BE%D0%BA%D1%82%D0%BE%D1%80%D1%81%D0%BA%D0%B0%D1%8F-%D1%81%D1%82%D0%B0%D1%80%D0%BE%D0%B4%D0%B2%D0%BE%D1%80%D1%81%D0%BA%D0%B0%D1%8F	
	ru:дрожжи-хлебопекарные-сухие-быстродействующие-для-сдобы-с-ароматом-ванили	/category/ru:%D0%B4%D1%80%D0%BE%D0%B6%D0%B6%D0%B8-%D1%85%D0%BB%D0%B5%D0%B1%D0%BE%D0%BF%D0%B5%D0%BA%D0%B0%D1%80%D0%BD%D1%8B%D0%B5-%D1%81%D1%83%D1%85%D0%B8%D0%B5-%D0%B1%D1%8B%D1%81%D1%82%D1%80%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%89%D0%B8%D0%B5-%D0%B4%D0%BB%D1%8F-%D1%81%D0%B4%D0%BE%D0%B1%D1%8B-%D1%81-%D0%B0%D1%80%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BC-%D0%B2%D0%B0%D0%BD%D0%B8%D0%BB%D0%B8	
	fr:chocolats-fourres-au-lait	/category/fr:chocolats-fourres-au-lait	
	de:cola-zero	/category/de:cola-zero	
	ru:гост-15810-2014	/category/ru:%D0%B3%D0%BE%D1%81%D1%82-15810-2014	
	ru:цельное-сгущенное-молоко-с-сахаром-массовая-доля-жира-8-5-гост-31688-2012	/category/ru:%D1%86%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5-%D1%81%D0%B3%D1%83%D1%89%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE-%D1%81-%D1%81%D0%B0%D1%85%D0%B0%D1%80%D0%BE%D0%BC-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%BE%D0%BB%D1%8F-%D0%B6%D0%B8%D1%80%D0%B0-8-5-%D0%B3%D0%BE%D1%81%D1%82-31688-2012	
	fr:conserves-de-viande	/category/fr:conserves-de-viande	
	ru:леденцы	/category/ru:%D0%BB%D0%B5%D0%B4%D0%B5%D0%BD%D1%86%D1%8B	
	ru:завтраки-сухие	/category/ru:%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0%D0%BA%D0%B8-%D1%81%D1%83%D1%85%D0%B8%D0%B5	
	ru:молоко-пастеризованное-питьевое-2-5	/category/ru:%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE-%D0%BF%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%B8%D1%82%D1%8C%D0%B5%D0%B2%D0%BE%D0%B5-2-5	
	fr:polentas	/category/fr:polentas	
	ru:brotchips-mit-bacon-aroma	/category/ru:brotchips-mit-bacon-aroma	
	ru:сухарики-пшеничные-со-вкусом-бекона	/category/ru:%D1%81%D1%83%D1%85%D0%B0%D1%80%D0%B8%D0%BA%D0%B8-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B5-%D1%81%D0%BE-%D0%B2%D0%BA%D1%83%D1%81%D0%BE%D0%BC-%D0%B1%D0%B5%D0%BA%D0%BE%D0%BD%D0%B0	
	fr:chocolats-blancs-a-la-cerise	/category/fr:chocolats-blancs-a-la-cerise	
	ru:сухарики-пшеничные	/category/ru:%D1%81%D1%83%D1%85%D0%B0%D1%80%D0%B8%D0%BA%D0%B8-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B5	
	ru:масло-сливочное-несолёное	/category/ru:%D0%BC%D0%B0%D1%81%D0%BB%D0%BE-%D1%81%D0%BB%D0%B8%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B5-%D0%BD%D0%B5%D1%81%D0%BE%D0%BB%D1%91%D0%BD%D0%BE%D0%B5	
	loin-steaks	/category/loin-steaks	
	flavoured-rice-cakes	/category/flavoured-rice-cakes	
	ru:сладости-восточные-типа-карамели	/category/ru:%D1%81%D0%BB%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D0%B8-%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B5-%D1%82%D0%B8%D0%BF%D0%B0-%D0%BA%D0%B0%D1%80%D0%B0%D0%BC%D0%B5%D0%BB%D0%B8	
	ru:сырки-глазированные-с-кокосом	/category/ru:%D1%81%D1%8B%D1%80%D0%BA%D0%B8-%D0%B3%D0%BB%D0%B0%D0%B7%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D1%81-%D0%BA%D0%BE%D0%BA%D0%BE%D1%81%D0%BE%D0%BC	
	ru:рис-круглозерный-шлифованный	/category/ru:%D1%80%D0%B8%D1%81-%D0%BA%D1%80%D1%83%D0%B3%D0%BB%D0%BE%D0%B7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-%D1%88%D0%BB%D0%B8%D1%84%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9	
	ru:семечки-жареные-отборные-соленые	/category/ru:%D1%81%D0%B5%D0%BC%D0%B5%D1%87%D0%BA%D0%B8-%D0%B6%D0%B0%D1%80%D0%B5%D0%BD%D1%8B%D0%B5-%D0%BE%D1%82%D0%B1%D0%BE%D1%80%D0%BD%D1%8B%D0%B5-%D1%81%D0%BE%D0%BB%D0%B5%D0%BD%D1%8B%D0%B5	
	ru:сыр-плавленый-ассорти	/category/ru:%D1%81%D1%8B%D1%80-%D0%BF%D0%BB%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D1%8B%D0%B9-%D0%B0%D1%81%D1%81%D0%BE%D1%80%D1%82%D0%B8	
	potted-beef	/category/potted-beef	
	ru:burger-сыр-плавленый-чеддер-массовая-доля-жира-в-сухом-веществе-45	/category/ru:burger-%D1%81%D1%8B%D1%80-%D0%BF%D0%BB%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D1%8B%D0%B9-%D1%87%D0%B5%D0%B4%D0%B4%D0%B5%D1%80-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%BE%D0%BB%D1%8F-%D0%B6%D0%B8%D1%80%D0%B0-%D0%B2-%D1%81%D1%83%D1%85%D0%BE%D0%BC-%D0%B2%D0%B5%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5-45	
	fr:lettre-en-chocolat	/category/fr:lettre-en-chocolat	
	ru:консервы-мясные-класс-а-пюре-мясное-детское-для-питания-детей-раннего-возраста-говядина-с-печенью-пюреобразные-стерилизованные	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%BC%D1%8F%D1%81%D0%BD%D1%8B%D0%B5-%D0%BA%D0%BB%D0%B0%D1%81%D1%81-%D0%B0-%D0%BF%D1%8E%D1%80%D0%B5-%D0%BC%D1%8F%D1%81%D0%BD%D0%BE%D0%B5-%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B5-%D0%B4%D0%BB%D1%8F-%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F-%D0%B4%D0%B5%D1%82%D0%B5%D0%B9-%D1%80%D0%B0%D0%BD%D0%BD%D0%B5%D0%B3%D0%BE-%D0%B2%D0%BE%D0%B7%D1%80%D0%B0%D1%81%D1%82%D0%B0-%D0%B3%D0%BE%D0%B2%D1%8F%D0%B4%D0%B8%D0%BD%D0%B0-%D1%81-%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%D1%8E-%D0%BF%D1%8E%D1%80%D0%B5%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%BD%D1%8B%D0%B5-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5	
	fr:charcutrie	/category/fr:charcutrie	
	cream-horseradish	/category/cream-horseradish	
	de:tiefkuhlkuchen	/category/de:tiefkuhlkuchen	
	fr:plant-protein	/category/fr:plant-protein	
	Frozen pomegranates	/category/frozen-pomegranates	
	ru:напиток-сывороточный-пастеризованный-с-соком-апельсина-и-манго	/category/ru:%D0%BD%D0%B0%D0%BF%D0%B8%D1%82%D0%BE%D0%BA-%D1%81%D1%8B%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%BF%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9-%D1%81-%D1%81%D0%BE%D0%BA%D0%BE%D0%BC-%D0%B0%D0%BF%D0%B5%D0%BB%D1%8C%D1%81%D0%B8%D0%BD%D0%B0-%D0%B8-%D0%BC%D0%B0%D0%BD%D0%B3%D0%BE	
	fr:smart-food	/category/fr:smart-food	
	ru:сок-яблочный	/category/ru:%D1%81%D0%BE%D0%BA-%D1%8F%D0%B1%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B9	
	fr:congele	/category/fr:congele	
	ru:сок-яблоко-виноград-для-детей-старше-6-и-месяцев	/category/ru:%D1%81%D0%BE%D0%BA-%D1%8F%D0%B1%D0%BB%D0%BE%D0%BA%D0%BE-%D0%B2%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4-%D0%B4%D0%BB%D1%8F-%D0%B4%D0%B5%D1%82%D0%B5%D0%B9-%D1%81%D1%82%D0%B0%D1%80%D1%88%D0%B5-6-%D0%B8-%D0%BC%D0%B5%D1%81%D1%8F%D1%86%D0%B5%D0%B2	
	ru:яблочно-черносмородиновый-сок	/category/ru:%D1%8F%D0%B1%D0%BB%D0%BE%D1%87%D0%BD%D0%BE-%D1%87%D0%B5%D1%80%D0%BD%D0%BE%D1%81%D0%BC%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9-%D1%81%D0%BE%D0%BA	
	ru:овощная-смесь	/category/ru:%D0%BE%D0%B2%D0%BE%D1%89%D0%BD%D0%B0%D1%8F-%D1%81%D0%BC%D0%B5%D1%81%D1%8C	
	ru:сок-овощной-восстановленный	/category/ru:%D1%81%D0%BE%D0%BA-%D0%BE%D0%B2%D0%BE%D1%89%D0%BD%D0%BE%D0%B9-%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9	
	single-malt-scotch-whisky	/category/single-malt-scotch-whisky	
	fr:ail-emince	/category/fr:ail-emince	
	ru:сырки-творожные-глазированные	/category/ru:%D1%81%D1%8B%D1%80%D0%BA%D0%B8-%D1%82%D0%B2%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D1%8B%D0%B5-%D0%B3%D0%BB%D0%B0%D0%B7%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5	
	ru:сок-овощной-восстановленный-с-солью	/category/ru:%D1%81%D0%BE%D0%BA-%D0%BE%D0%B2%D0%BE%D1%89%D0%BD%D0%BE%D0%B9-%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9-%D1%81-%D1%81%D0%BE%D0%BB%D1%8C%D1%8E	
	ru:чанах	/category/ru:%D1%87%D0%B0%D0%BD%D0%B0%D1%85	
	ru:молоко-питьевое-топлёное-с-массовой-долей-жира-3-2	/category/ru:%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE-%D0%BF%D0%B8%D1%82%D1%8C%D0%B5%D0%B2%D0%BE%D0%B5-%D1%82%D0%BE%D0%BF%D0%BB%D1%91%D0%BD%D0%BE%D0%B5-%D1%81-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%BE%D0%B9-%D0%B4%D0%BE%D0%BB%D0%B5%D0%B9-%D0%B6%D0%B8%D1%80%D0%B0-3-2	
	el:ψωμί	/category/el:%CF%88%CF%89%CE%BC%CE%AF	
	fr:viande-preparee	/category/fr:viande-preparee	
	ru:нектар-из-апельсина-грейпфрута-мандарина-лимона-и-лайма-для-питания-детей-с-3-х-лет	/category/ru:%D0%BD%D0%B5%D0%BA%D1%82%D0%B0%D1%80-%D0%B8%D0%B7-%D0%B0%D0%BF%D0%B5%D0%BB%D1%8C%D1%81%D0%B8%D0%BD%D0%B0-%D0%B3%D1%80%D0%B5%D0%B9%D0%BF%D1%84%D1%80%D1%83%D1%82%D0%B0-%D0%BC%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D0%B8%D0%BD%D0%B0-%D0%BB%D0%B8%D0%BC%D0%BE%D0%BD%D0%B0-%D0%B8-%D0%BB%D0%B0%D0%B9%D0%BC%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F-%D0%B4%D0%B5%D1%82%D0%B5%D0%B9-%D1%81-3-%D1%85-%D0%BB%D0%B5%D1%82	
	ru:брусники-и-морошки	/category/ru:%D0%B1%D1%80%D1%83%D1%81%D0%BD%D0%B8%D0%BA%D0%B8-%D0%B8-%D0%BC%D0%BE%D1%80%D0%BE%D1%88%D0%BA%D0%B8	
	fr:igp-ardeche	/category/fr:igp-ardeche	
	ru:клюквы	/category/ru:%D0%BA%D0%BB%D1%8E%D0%BA%D0%B2%D1%8B	
	ru:хлеб-пшеничный-из-муки-второго-сорта	/category/ru:%D1%85%D0%BB%D0%B5%D0%B1-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B9-%D0%B8%D0%B7-%D0%BC%D1%83%D0%BA%D0%B8-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%81%D0%BE%D1%80%D1%82%D0%B0	
	de:sahnesteif	/category/de:sahnesteif	
	ru:хлеб-украинский-новый-формовой	/category/ru:%D1%85%D0%BB%D0%B5%D0%B1-%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9-%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9-%D1%84%D0%BE%D1%80%D0%BC%D0%BE%D0%B2%D0%BE%D0%B9	
	ru:пшеничный-хлеб	/category/ru:%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B9-%D1%85%D0%BB%D0%B5%D0%B1	
	fr:mayonnaise-au-citron	/category/fr:mayonnaise-au-citron	
	ru:чёрные-маслины-без-косточки-стерилизованные	/category/ru:%D1%87%D1%91%D1%80%D0%BD%D1%8B%D0%B5-%D0%BC%D0%B0%D1%81%D0%BB%D0%B8%D0%BD%D1%8B-%D0%B1%D0%B5%D0%B7-%D0%BA%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BA%D0%B8-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5	
	fr:pates-aux-legumes	/category/fr:pates-aux-legumes	
	fr:boissons-surgelees	/category/fr:boissons-surgelees	
	ru:соль-поваренная-пищевая-молотая-гост-р-51574-2000-произведено-из-соли-каменной-ту-9192-002-00352851-04-сорт-высший-помол-№-3	/category/ru:%D1%81%D0%BE%D0%BB%D1%8C-%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%BF%D0%B8%D1%89%D0%B5%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F-%D0%B3%D0%BE%D1%81%D1%82-%D1%80-51574-2000-%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%BE-%D0%B8%D0%B7-%D1%81%D0%BE%D0%BB%D0%B8-%D0%BA%D0%B0%D0%BC%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9-%D1%82%D1%83-9192-002-00352851-04-%D1%81%D0%BE%D1%80%D1%82-%D0%B2%D1%8B%D1%81%D1%88%D0%B8%D0%B9-%D0%BF%D0%BE%D0%BC%D0%BE%D0%BB-%E2%84%96-3	
	ru:гематоген	/category/ru:%D0%B3%D0%B5%D0%BC%D0%B0%D1%82%D0%BE%D0%B3%D0%B5%D0%BD	
	ru:biscuits-fourres	/category/ru:biscuits-fourres	
	ru:сосиски-сливочные-по-черкизовски-пмо-шт-0-65-кг-з-а-охл	/category/ru:%D1%81%D0%BE%D1%81%D0%B8%D1%81%D0%BA%D0%B8-%D1%81%D0%BB%D0%B8%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5-%D0%BF%D0%BE-%D1%87%D0%B5%D1%80%D0%BA%D0%B8%D0%B7%D0%BE%D0%B2%D1%81%D0%BA%D0%B8-%D0%BF%D0%BC%D0%BE-%D1%88%D1%82-0-65-%D0%BA%D0%B3-%D0%B7-%D0%B0-%D0%BE%D1%85%D0%BB	
	ru:изделие-колбасное-варёное-из-мяса-кур-колбаса-охлаждённый-продукт	/category/ru:%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B5-%D0%BA%D0%BE%D0%BB%D0%B1%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%B2%D0%B0%D1%80%D1%91%D0%BD%D0%BE%D0%B5-%D0%B8%D0%B7-%D0%BC%D1%8F%D1%81%D0%B0-%D0%BA%D1%83%D1%80-%D0%BA%D0%BE%D0%BB%D0%B1%D0%B0%D1%81%D0%B0-%D0%BE%D1%85%D0%BB%D0%B0%D0%B6%D0%B4%D1%91%D0%BD%D0%BD%D1%8B%D0%B9-%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82	
	ru:консервы-из-фасоли-фасоль-натуральная-красная-консервы-стерилизованные-гост-р-54679-2011	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%B8%D0%B7-%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D0%B8-%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D1%8C-%D0%BD%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F-%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F-%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B3%D0%BE%D1%81%D1%82-%D1%80-54679-2011	
	ru:фасоль-в-томатном-соусе	/category/ru:%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D1%8C-%D0%B2-%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BD%D0%BE%D0%BC-%D1%81%D0%BE%D1%83%D1%81%D0%B5	
	fr:boissons-aux-plantes	/category/fr:boissons-aux-plantes	
	ru:фасоль-в-томатном-соусе-белая	/category/ru:%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D1%8C-%D0%B2-%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BD%D0%BE%D0%BC-%D1%81%D0%BE%D1%83%D1%81%D0%B5-%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F	
	fr:gratins-de-volaille	/category/fr:gratins-de-volaille	
	ru:сыр-фасованный-сливочный-с-массовой-долей-жира-в-сухом-веществе-50-0	/category/ru:%D1%81%D1%8B%D1%80-%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9-%D1%81%D0%BB%D0%B8%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D1%81-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%BE%D0%B9-%D0%B4%D0%BE%D0%BB%D0%B5%D0%B9-%D0%B6%D0%B8%D1%80%D0%B0-%D0%B2-%D1%81%D1%83%D1%85%D0%BE%D0%BC-%D0%B2%D0%B5%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5-50-0	
	ru:ядра-семян-подсолнечника-очищенные-жареные-цельные	/category/ru:%D1%8F%D0%B4%D1%80%D0%B0-%D1%81%D0%B5%D0%BC%D1%8F%D0%BD-%D0%BF%D0%BE%D0%B4%D1%81%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D0%B8%D0%BA%D0%B0-%D0%BE%D1%87%D0%B8%D1%89%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B6%D0%B0%D1%80%D0%B5%D0%BD%D1%8B%D0%B5-%D1%86%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5	
	effervescent-vitamin	/category/effervescent-vitamin	
	ru:сгущённые-сливки	/category/ru:%D1%81%D0%B3%D1%83%D1%89%D1%91%D0%BD%D0%BD%D1%8B%D0%B5-%D1%81%D0%BB%D0%B8%D0%B2%D0%BA%D0%B8	
	ru:сок-морковный-восстановленный-с-мякотью-гомогенизированный	/category/ru:%D1%81%D0%BE%D0%BA-%D0%BC%D0%BE%D1%80%D0%BA%D0%BE%D0%B2%D0%BD%D1%8B%D0%B9-%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9-%D1%81-%D0%BC%D1%8F%D0%BA%D0%BE%D1%82%D1%8C%D1%8E-%D0%B3%D0%BE%D0%BC%D0%BE%D0%B3%D0%B5%D0%BD%D0%B8%D0%B7%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9	
	ru:сок-морковный-восстановленный-с-мякотью-гомогенизированный-гост-32100-2013	/category/ru:%D1%81%D0%BE%D0%BA-%D0%BC%D0%BE%D1%80%D0%BA%D0%BE%D0%B2%D0%BD%D1%8B%D0%B9-%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9-%D1%81-%D0%BC%D1%8F%D0%BA%D0%BE%D1%82%D1%8C%D1%8E-%D0%B3%D0%BE%D0%BC%D0%BE%D0%B3%D0%B5%D0%BD%D0%B8%D0%B7%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9-%D0%B3%D0%BE%D1%81%D1%82-32100-2013	
	de:haferkleie	/category/de:haferkleie	
	cuisine-asiatique	/category/cuisine-asiatique	
	fr:bombons	/category/fr:bombons	
	ru:смесь-из-сушеных-орехов-и-фруктов	/category/ru:%D1%81%D0%BC%D0%B5%D1%81%D1%8C-%D0%B8%D0%B7-%D1%81%D1%83%D1%88%D0%B5%D0%BD%D1%8B%D1%85-%D0%BE%D1%80%D0%B5%D1%85%D0%BE%D0%B2-%D0%B8-%D1%84%D1%80%D1%83%D0%BA%D1%82%D0%BE%D0%B2	
	ru:соль-поваренная-пищевая-каменная-молотая-без-добавок	/category/ru:%D1%81%D0%BE%D0%BB%D1%8C-%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%BF%D0%B8%D1%89%D0%B5%D0%B2%D0%B0%D1%8F-%D0%BA%D0%B0%D0%BC%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%BC%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F-%D0%B1%D0%B5%D0%B7-%D0%B4%D0%BE%D0%B1%D0%B0%D0%B2%D0%BE%D0%BA	
	ro:paste-făinoase	/category/ro:paste-f%C4%83inoase	
	fr:Rully	/category/fr:rully	Q2175589
fr:Rully	fr:Rully premier cru	/category/fr:rully-premier-cru	
fr:Rully	fr:Rully premier cru Agneux	/category/fr:rully-premier-cru-agneux	
fr:Rully	fr:Rully premier cru Champs Cloux	/category/fr:rully-premier-cru-champs-cloux	
fr:Rully	fr:Rully premier cru Chapitre	/category/fr:rully-premier-cru-chapitre	
fr:Rully	fr:Rully premier cru Clos du Chaigne à Jean de France	/category/fr:rully-premier-cru-clos-du-chaigne-a-jean-de-france	
fr:Rully	fr:Rully premier cru Clos Saint-Jacques	/category/fr:rully-premier-cru-clos-saint-jacques	
fr:Rully	fr:Rully premier cru Cloux	/category/fr:rully-premier-cru-cloux	
fr:Rully	fr:Rully premier cru Gresigny	/category/fr:rully-premier-cru-gresigny	
fr:Rully	fr:Rully premier cru La Bressande	/category/fr:rully-premier-cru-la-bressande	
fr:Rully	fr:Rully premier cru La Fosse	/category/fr:rully-premier-cru-la-fosse	
fr:Rully	fr:Rully premier cru La Pucelle	/category/fr:rully-premier-cru-la-pucelle	
fr:Rully	fr:Rully premier cru La Renarde	/category/fr:rully-premier-cru-la-renarde	
fr:Rully	fr:Rully premier cru Le Meix Cadot	/category/fr:rully-premier-cru-le-meix-cadot	
fr:Rully	fr:Rully premier cru Le Meix Caillet	/category/fr:rully-premier-cru-le-meix-caillet	
fr:Rully	fr:Rully premier cru Les Pierres	/category/fr:rully-premier-cru-les-pierres	
fr:Rully	fr:Rully premier cru Margotés	/category/fr:rully-premier-cru-margotes	
fr:Rully	fr:Rully premier cru Marissou	/category/fr:rully-premier-cru-marissou	
fr:Rully	fr:Rully premier cru Molesme	/category/fr:rully-premier-cru-molesme	
fr:Rully	fr:Rully premier cru Montpalais	/category/fr:rully-premier-cru-montpalais	
fr:Rully	fr:Rully premier cru Pillot	/category/fr:rully-premier-cru-pillot	
fr:Rully	fr:Rully premier cru Preaux	/category/fr:rully-premier-cru-preaux	
fr:Rully	fr:Rully premier cru Rabourcé	/category/fr:rully-premier-cru-rabource	
fr:Rully	fr:Rully premier cru Raclot	/category/fr:rully-premier-cru-raclot	
fr:Rully	fr:Rully premier cru Vauvry	/category/fr:rully-premier-cru-vauvry	
	es:almendras-tostadas-sin-sal	/category/es:almendras-tostadas-sin-sal	
	ru:торты-бисквитные-типа-птичье-молоко	/category/ru:%D1%82%D0%BE%D1%80%D1%82%D1%8B-%D0%B1%D0%B8%D1%81%D0%BA%D0%B2%D0%B8%D1%82%D0%BD%D1%8B%D0%B5-%D1%82%D0%B8%D0%BF%D0%B0-%D0%BF%D1%82%D0%B8%D1%87%D1%8C%D0%B5-%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE	
	fr:Mercurey	/category/fr:mercurey	Q2749134
fr:Mercurey	fr:Mercurey premier cru	/category/fr:mercurey-premier-cru	
fr:Mercurey	fr:Mercurey premier cru Clos de Paradis	/category/fr:mercurey-premier-cru-clos-de-paradis	
